user_id,game_id,voted_up,playtime_at_review
76561199247013407,588650,1,800.0
76561198042497186,588650,1,5151.0
76561198155728229,588650,1,197.0
76561199168413388,588650,1,1456.0
76561197993238787,588650,1,222.0
76561199214966962,588650,1,3521.0
76561198041062804,588650,1,259.0
76561198069729018,588650,1,2185.0
76561197972221652,588650,0,193.0
76561199793357599,588650,1,34.0
76561198881027448,588650,1,23041.0
76561199248955173,588650,1,1410.0
76561198119537181,588650,1,2119.0
76561198000670323,1446780,0,3394.0
76561199650699888,1446780,1,844.0
76561198396419370,1446780,1,5953.0
76561198071065995,1446780,1,8110.0
76561199387333815,1446780,1,1571.0
76561198051746012,1446780,1,1086.0
76561198168690152,1446780,1,3302.0
76561198197130053,1446780,1,237.0
76561199001124237,1446780,1,338.0
76561198866687122,1446780,1,249.0
76561199208050549,418460,1,20274.0
76561199816416696,418460,1,1114.0
76561198011994366,418460,1,14234.0
76561198044412719,418460,0,541.0
76561198386596664,418460,1,5911.0
76561199115015307,418460,1,1113.0
76561198049718172,418460,1,94.0
76561199225015370,418460,1,13101.0
76561198079728334,418460,0,566.0
76561199206289624,418460,1,16.0
76561198133611876,418460,1,599.0
76561197970839551,252950,1,1288.0
76561198132133026,252950,0,2400.0
76561198243443746,252950,1,37362.0
76561198214987408,252950,0,629.0
76561198240951930,546560,1,1035.0
76561198832915010,546560,1,5080.0
76561198429011873,546560,1,410.0
76561199055142171,546560,1,116.0
76561198415661508,546560,1,1001.0
76561198163754188,546560,1,716.0
76561198012503347,546560,1,799.0
76561199740675717,546560,1,205.0
76561199487643948,509980,1,984.0
76561199249928767,509980,0,385.0
76561199013305014,509980,1,132.0
76561198947663743,509980,0,1924.0
76561199827278503,509980,1,185.0
76561197977552133,271590,0,17284.0
76561198981495349,271590,1,17960.0
76561199732047038,271590,1,223.0
76561199194044406,271590,1,1299.0
76561198747557503,271590,1,2016.0
76561198079585371,271590,1,1537.0
76561198018839679,271590,1,1611.0
76561199153137406,271590,1,17282.0
76561198420336668,271590,1,14978.0
76561198263912159,920210,0,7300.0
76561199032898732,920210,1,5744.0
76561198365830521,920210,0,399.0
76561198114898630,920210,1,294.0
76561199482594639,920210,1,586.0
76561198273917453,920210,1,707.0
76561199001505177,920210,0,124.0
76561198246763388,920210,1,454.0
76561198043550750,920210,1,5461.0
76561198305209331,920210,0,318.0
76561198083868161,920210,0,153.0
76561199153539706,920210,1,6578.0
76561198344280087,920210,1,5701.0
76561198153092214,920210,1,770.0
76561199140239948,920210,1,8309.0
76561199389105121,920210,0,4849.0
76561198088485839,920210,1,930.0
76561199095244158,920210,1,4351.0
76561198433063350,920210,1,4751.0
76561198086327835,920210,1,3519.0
76561198929614944,920210,1,2263.0
76561198838534213,920210,0,1311.0
76561199003120663,920210,0,692.0
76561198168930444,920210,1,15.0
76561198834807440,244850,0,28901.0
76561198026407799,244850,1,21339.0
76561198790971710,244850,1,902.0
76561198083868161,244850,0,80.0
76561198782806305,244850,1,72.0
76561198037335638,244850,0,4373.0
76561198156321205,244850,1,423.0
76561199050907163,603850,1,5012.0
76561199225580158,603850,1,670.0
76561198148281316,603850,1,10298.0
76561199677366194,603850,1,1050.0
76561199234585696,603850,1,675.0
76561199199425196,603850,0,3236.0
76561198116309237,391220,1,7114.0
76561198841061259,391220,1,1899.0
76561198405100412,391220,1,566.0
76561199141258415,391220,1,840.0
76561198380571950,391220,1,501.0
76561199576330389,391220,1,1946.0
76561198135637539,391220,0,883.0
76561198316068000,391220,1,975.0
76561198018951256,391220,1,1143.0
76561197996667313,391220,1,2024.0
76561199779622699,391220,1,31.0
76561198334995335,391220,1,291.0
76561198024974357,391220,1,3655.0
76561198979602682,391220,1,2328.0
76561198001930932,391220,1,906.0
76561199852307568,391220,1,3385.0
76561198040235958,391220,1,1852.0
76561197993668755,391220,1,1438.0
76561199512500461,391220,1,546.0
76561199281037853,391220,1,2442.0
76561198875307767,391220,1,426.0
76561198024730331,391220,1,785.0
76561198404026317,391220,1,2885.0
76561199658218995,391220,1,1287.0
76561198166497399,391220,1,388.0
76561198723574871,391220,1,949.0
76561198024232833,391220,1,3174.0
76561199014359530,391220,1,299.0
76561199634961051,391220,1,917.0
76561199413864517,391220,1,6508.0
76561198271044430,391220,1,1339.0
76561198119055155,704270,1,611.0
